episode_num,character,line
48,Jerry,"Aww, baby. Holy fuck. And then you have to wonder, what else are they doing with our taxes?"
48,Morty,"Wait, Summer, what did you just say?"
48,Summer,"Morty, a lot."
48,Morty,"He replaced you with an anime girl? Big eyes, plus signs for teeth, ends sentences with weird sounds that don't fit?"
48,Summer,"Yeah, and that's going to be his whole crew now, and they're about to run their first test on the Gogogotron."
48,Morty,"Those people wanna steal the robot. They're gonna kill Rick! He's all alone, we've gotta go save him!"
48,Summer,"Right. Or, you know, fuck him."
48,Jerry,I'm good with that.
48,Beth,Yep. Fuck him.
48,Morty,"Guys! A great leader once told me, you get the family you get."
48,Rick,Right. It works. Now we just gotta find a giant monster.
48,Kendra,"My sensors have picked one up, Rick."
48,Rick,"Okay, okay. Lock onto its location."
48,Kendra,"Yeah, got it. Oh, it's you!"
48,Rick,Huh?
48,Rick,What the hell is this?
48,Kendra,"Thanks for making the biggest robot ever, Rick. We'll take it from here. Haha!"
48,Rick,You little assholes!
48,Anime Guy 1,Ah! You son of a bitch!
48,Rick,No!
48,Rick,Deuugh!
48,Kendra,"Lock and load, boys."
48,Rick,Say hello to my little me.
48,Rick's gun,Bang-bang-bang-bang-bang-bang-bang-bang-bang-bang!
48,Anime Guy 1,Deagh!
48,Rick's gun,Bang-bang-bang-bang-bang-bang-bang-bang-bang-bang!
48,Rick,Ah-ha-ha-ha-ha-ha!
48,Rick's gun,Bang-bang-bang-bang-bang-bang-bang-bang-bang-bang!
48,Rick,Ha-ha-ha-ha!
48,Rick's gun,Bang-bang-bang-bang—
48,Rick,Yaugh!
48,Kendra,"Give up, old man. The G3 is ours. And last I checked, your family wasn't coming to save you, hmm?"
48,Incest Baby,"Ga-ga, goo-goo!"
48,Kendra,Holy mother of mercy!
48,Rick,"My God, it's beautiful."
48,Summer,"Yeah, family!"
48,Kendra,Is that—
48,Rick,"It's exactly what it looks like, yes."
48,Anime Guy 1,"Congrats, man. I see the resemblance."
48,Kendra,Form the energy sword. Activate the goddamn sword!
48,Morty,"Oh, man. The sword? Maybe we didn't think this through."
48,Beth,"They're not actually gonna attack a space baby, are they?"
48,Summer,"I never thought I'd be the one to say this, but you need to watch more anime, Mom."
48,Summer,"Whoa, easy now, Naruto."
48,Naruto,Momma go bye-bye.
48,Kendra,"What the hell is wrong with you people? You just have an incest space monster in your back pocket, huh?"
48,Rick,Welcome to the Smith family.
48,Summer,"Shit. Put that down, Naruto. Your great grandpa is in there."
48,Morty,What do you say? One last zip line?
48,Rick,"Heugh.  Incest space baby, nicely done."
48,Morty voiceover,"After that, things pretty much went back to normal. Some version of it, anyway."
48,Morty voiceover,"Rick said Gotrons were lame little kid bullshit, and we never talked about 'em again."
48,Summer voiceover,"Except all those gigantic space bugs were runnin' loose, and there were no Gotrons left to fight them."
48,Morty voiceover,"Yeah, millions die every day."
48,Summer voiceover,You wanna know what they could never kill? Family.
48,Jerry,Help! Help! I'm still out here! Aaagh!
48,Morty voiceover,"Yep, nothin's more important than —"
48,Morty,"Hey! Hey, whoa-whoa-whoa!"
48,Summer,Eugh!
48,Morty voiceover,"And just like that, I knew our goose was as cooked as —"
48,Rick,Voiceovarians. Eugh.
48,Sergeant,"Somatski, you're late!"
48,Somatski,Won't happen again! Sir!
48,Sergeant,"Bugs! Look to your left. Now look to your right. None of you are coming back. Not one, in the entire history of this program, not a single bug has returned. All right, bring it in."
48,Sergeant,What are we?
48,Bugs,Normal-sized bugs!
48,Sergeant,What do we do?
48,Bugs,Travel through an interdimensional gateway to planets and tiny people!
48,Sergeant,Why do we do it?
48,Bugs,To spread the cure for AIDS!
48,Palicki,"Hey, Sarge, how do we know if these little people can understand us? I mean, do they even speak Buginese?"
48,Sergeant,"Funny, Palicki. That's why we say it very loud. Guys, you'll still be the same civilized bug on their side. It's not like interdimensional travel strips us of our clothes and makes us screaming monsters. Or, maybe it does, impossible to know. Now get out of here!"
49,Beth,No parties. There's wafer cookies in the cupboard and I left emergency numbers on the fridge.
49,Rick,"Yeah, yeah. Wait what? Emergency numbers on the fridge; what does that even mean?"
49,Beth,"Honestly, I don't even know. There's so many movies that start with the parents leaving- it just popped right out of my mouth. Are you sure you don't wanna come with us?"
49,Rick,"Naw, go- get outta here. I've got a million things I've been putting off."
49,Morty,Are you sure Rick? I know- I know a cruise doesn't sound like an adventure on paper but what does? I- It's paper!
49,Rick,"Morty, I'm trying to stay humble right now, but as soon as you guys are gone the potential for a new Pickle Rick starts skyrocketing. Peace. Bye."
49,,K. Bye.
49,Rick,Bye!
49,The Garage AI,IONIC COASTER DEPLOYED.
49,Rick,"Okay, bring him out."
49,The Garage AI,INITIATING BEST FRIEND REJUVINATION SEQUENCE.
49,Rick,Excuse me? Did I pick that name?
49,The Garage AI,SEQUENCE WAS UNNAMED. WHAT WOULD YOU LIKE TO CALL THIS? PAUSE DETECTED. PAUSE GRAVITY CLASS
49,Rick,Jesus fucking Christ.
49,The Garage AI,4-
51,Alien woman,It’s the crowmad!
51,Owl 1,Give it a second. Maybe he’s taking it out to surrender.
51,Short alien man,"He’s anti-heroic, run!"
51,Owl 2,I don’t understand.
51,Owl 3,He’s only one man!
51,Rick,With the power of a thousand crows!
51,Owl 3,Good luck.
51,Owl 2,"Crows and owls have always been at war, but why do you care? What’s the point?"
51,Rick,Here’s two.
51,Morty,"Haha, yeah, cool."
51,Rick,Morty?
51,Morty,"H-hey man. G-good to see you. Y-you’re like, looking like, into crows. Still."
51,Rick,"Oh, uh, two crows, you remember Morty. Morty, two crows. It’s good to see you, but give me more of a heads-up."
51,Morty,"Oh well I-I was just in the neighborhood, i-it wasn’t like—"
51,Rick,It’s just that the battle for crows is kinda never-ending.
51,Morty,"Huh. Right. A little pointless then, right? That… came out wrong. S-sounded judgey."
51,Crow-horse,Crow-horse. Crow-horse. Crow-horse.
51,Two crows,"Caw, caw, caw."
51,Morty,Okay. It looks like— it looks like they’re leading you to a thing.
51,Rick,"Take care, Morty."
51,Morty,"You-you too. U-uh I’m doing good, by the way. Oh, my dad was gonna eat that yogurt you left in the fridge, but I-I told him—"
51,Rick,"Ahem. I’m lookin’ for Crowscare. The scarecrow. The evil scarecrow. Come on, whoever gives him up first lives."
51,Rick,"Fine, I can kill an extra asshole. Helps me get my steps in."
51,Morty,Rick!
51,Rick,Morty?
51,Pussifer,Wood?!
51,Pussifer,Gahhh!
51,Rick,"Uh, Morty. Why are you now like forty?"
51,Morty,"Th-that’s how long it’s been, Rick."
51,Rick,"Oh. Um, I guess we can have a drink together then."
51,Morty,Do you have a rum and coke?
51,Waiter,"What are you, twenty?"
51,Morty,Oh-ho-ho. Bless your heart.
51,Rick,"Time be going by, don’t she?"
51,Morty,That’s your reaction to finding out you wasted your entire life?
51,Rick,I feel okay.
51,Morty,"Well-well, what about me?"
51,Rick,"Woah. Excuse us boys, you don’t wanna be here for this."
51,Two crows,Caw.
51,Morty,"I thought if I gave you enough space, you’d outgrow this phase."
51,Waiter,"Here’s your drink, poser."
51,Morty,"Dad got sick, you know. Stage four. Heh, you woulda loved it. Summer’s a nurse. Well, pretty much a nurse. Sh-she married a junkie. Rick, come home. While we still got a little time."
51,Rick,"Morty, what we had wasn’t healthy."
51,Morty,And this is? Y-y-you had a thousand adventures with these crows. When are you gonna kill their Big Bad?
51,Rick,"First off, the will-they kill-they is everything to my guys. And second, fuck you for trying to undermine my happiness."
51,Morty,This may be the last time you lay eyes on me!
51,Rick,"I hope that’s not true, Morty. Because you look like sh-urrp-shit, and this is not how I wanna remember you."
51,Crowscare,"Now that I have his two crows, nothing will stop me from eliminating Crow Rick!"
51,Two crows,"Caw, caw, caw."
51,Crowscare,"Don’t defend him to me, I don’t even get what you see in him."
51,Two crows,"Caw, caw."
51,Crowscare,"You’re right, we should be enjoying the time we have together."
51,Crowscare,Crow Rick!
51,Two crows,Caw.
51,Crowscare,"Oh, I know what this must look like but—"
51,Rick,Looks like my arch-nemesis Crowscare and my sidekicks planning adventures together.
51,Crowscare,You are hardly the victim here. I was adventuring with these two crows before you ever came along.
51,Two crows,"Caw, caw, caw."
51,Rick,"What do you mean, ‘using me as a rebound’?"
51,Two crows,Caw.
51,Rick,"You feel like I was using you as a rebound too? Well shit, this lost all meaning. Guess it could’ve been worse. At least ‘adventuring’ was just a metaphor for romantic partnership so it’s not a real breakup."
51,Crowscare,Speak for yourself. We immensely enjoy each other’s bodies.
51,Rick,"What?! Eugh, no!"
51,Crowscare,"Sounds like the man’s asking for proof! Let’s show him, fellas!"
51,Two crows,"Caw, caw, caw."
51,Crowscare,"Ah, aah."
51,Rick,I-I asked for zero proof! Zero proof!
51,Rick,I’m giving you free will. Yah!
51,Crow-horse,Submit to Crow-horse!
51,Rick,Whoops.
51,Morty,R-rick?
51,Rick,"Wubba lubba dub dub! I’m back, pal!"
51,Jerry,"Morty, who’s at the door?"
51,Rick,"Wait a minute, I thought you died gruesomely. W-what the hell’s going on here?"
51,Morty,"See, um th-the thing is, uh—"
51,Beth,"Can you please make Morty fourteen again, dad? This is ridiculous."
51,Morty,"Okay, look, I-I may have used an aging serum to kind of emotionally blackmail you a little."
51,Rick,"I kinda figured and I totally get it, Morty. I-I’m done with the two crows, like they were super clingy and I’m ready to make this work."
51,Morty,Let’s just hit the reset button.
51,Beth,"Well no, honey, not a reset, okay? Tell your grandpa that you’re worthy of his respect and you wanna be treated differently from now on."
51,Morty,"I refuse to do that, I’m desperate to get back together."
51,Jerry,Just like his old man.
51,Rick,"Don’t worry honey, that’s just Morty’s middle age talking. He’ll be less codependent once we get more of his life in front of him again."
51,Summer,"Uh, I’d like him to stay forty so he can keep buying my friends molly. I’d rather throw my vote away than use it to support a flawed system."
51,Morty,Can we make our first adventure fixing this? I-I keep thinking about lawn care.
51,Rick,"Okay buddy, who sold you this shitty aging serum? What did he look like?"
51,Morty,Just like you. I-I got it from the Citadel.
51,Rick,"Hot damn! Hitting the ground running with a Citadel episode. See you later, masturbators."
51,Andy,"Hi! I’m the Citadel’s new mascot, Andy! Because this place wouldn’t be home without Ricks aaand-ey Mortys!"
51,Morty,Dumb.
51,Rick,"Oof, what happened to this place?"
51,Morty,There’s a Morty president now.
51,Rick,"Ah, that’s cute. They rebuilt, and made it nicer."
51,Morty,They made it Glendale.
51,Rick,Goddamn you are cantankerous.
51,Morty,Even pooping hurts now.
51,Rick,"Yeah, well, this place is gonna fix you right up."
51,Employee Morty,"Okay, so… we’ve got a standard Morty that’s been aged to forty."
51,Rick,Can you reverse it?
51,Employee Morty,"Well if you look at it like a bone, what we can do is break his age in two places, remove the middle and graft its ends back together."
51,Morty,Th-th-that sounds really violent.
51,Rick,"It’s not a literal bone, Morty."
51,Morty,"Oh, Okay."
51,Employee Morty,"Brace yourself, the process does also break every bone in your body."
51,Morty,"Wait, ahhhh! Ooh, ow!"
51,Toddler Morty 1,I like crayons.
51,Toddler Morty 2,Girls are gross.
51,Morty,I-I-I think I feel like myself again.
51,Rick,"Eh, you look a little weird. Your skin’s all pink like a baby mouse. Is that normal?"
51,Employee Morty,"Probably. Uh, sign here for storage or disposal of the twenty-six years we removed."
51,Rick,"Wait, what? I ain’t payin’ to store twenty-six years."
51,Employee Morty,"Well, then you’re taking it with you."
51,Twenty-Six Year Old Morty,I’m almost ready to sell out.
51,Rick,"Alright, what’s disposal cost?"
51,Twenty-Six Year Old Morty,S-something unfair’s happening!
51,Deformed Morty,There’s no escape! No escape!
51,Twenty-Six Year Old Morty,"Let me help you, this is not a good look!"
51,Rick,Oh boy.
51,Morty,"Hey, they shot me!"
51,Police Morty,You are seriously hurting the Citadel experience!
51,Deformed Morty,Listen to me!
51,Police Morty,Drop the gun!
51,Deformed Morty,"Death is coming for us all, and the Citadel is a weapon of mass destruc—"
51,Rick,"Woof. You’re about to get suspended with pay. Come on, Morty. Let’s get out of here before this gets political."
51,Twenty-Six Year Old Morty,U-uh. Was I influential?
51,Morty,"Yeah, y-you were influential. You had like seven— seven blogs."
51,Twenty-Six Year Old Morty,Tight. Uh.
51,Rick,Ugh. Too late.
51,Secret Service Rick,C-137. President Morty requests you join him for dinner.
51,Morty,Woah! S-seriously?
51,Rick,You know I destroyed this place?
51,Secret Service Rick,"You’ve been pardoned for that, sir."
51,Morty,"Rick, let’s have dinner with the Morty president."
51,Rick,"Morty, the idea was to get back to simple adventures. The Citadel runs on canon."
51,Morty,Okay. I guess things really are going right back to how they were.
51,Rick,"Fine, I could eat. But the second he reveals he’s evil, we’re gone."
51,Morty,I don’t know. Tastes pretty good.
51,Rick,"Okay, let me know if you start feeling poisony. Good to have you back, buddy."
51,President Morty,Sorry I’m late. Never really ends around here.
51,Rick,Look at this Morty. They really did make a you the president.
51,President Morty,"And I hate ‘em every day for it. But wow, Rick C-137. Now that’s a guy to move your schedule around for. Not-not here to blow the place up again, I hope. Ha ha."
51,Rick,Ha. Not unless you try to keep me here.
51,President Morty,"Geez, wouldn’t dream of it. But it’s amazing you dropped by because I was eventually gonna hunt you down."
51,Rick,There’s the reveal. Let’s dance.
51,President Morty,"Ha, geez."
51,Morty,"Come on, man. The guy got elected president. By Ricks and Mortys. He’s being really nice."
51,Rick,All politicians are nice.
51,President Morty,"He’s a hot bag of peanuts, isn’t he?"
51,Morty,"We’ve been through a lot, a-and he does not like—"
51,Rick,Serialized drama.
51,President Morty,"Right, no drama. Keep it episodic. Ricks never look back. Waste of a legend in his case. You know, he practically built this place."
51,Morty,"Wait, what?"
51,Rick,"And now you're running it squeaky clean, right? That’s why you got deformed Mortys comin’ up through the sewer lines talking about ‘hope’ and ‘change’."
51,President Morty,Fair enough.
51,Morty,"Good clap-back, Rick. What’s the deal with that, Mr. P?"
51,President Morty,"I got a little project going on, acquired some hands-on labor. It would require less if you were willing to tell me how one might bring down the Central Finite Curve."
51,Rick,"Alright, time to go Morty."
51,Morty,I wanna know what he’s talking about.
51,President Morty,"Yeah, you’ve come all this way. Can you give me ten more seconds?"
51,Rick,Literally ten? Because now it would be six.
51,President Morty,"Oh, I’m fine with that. Make it two… one. Like I said, would’ve been a big help for you to tell me, but I should have everything I need from you now. Let me just make sure…"
51,Rick,You can’t scan an entire brain over appetizers.
51,President Morty,"Oh, most of yours got scanned a looong time ago."
51,President Morty,You probably don’t remember.
51,Rick Stan Lee,"Check out season one, episode nine, Rickheads. Excel-uurp-cior!"
51,Rick,Evil Rick.
51,Morty,We kicked his ass.
51,President Morty,"Evil Rick. I love it. Smartest man in the universe, with an ego so big you could just grab it like a joystick."
51,President Morty,Looks complete. I was afraid I’d have to kill every Rick on the Citadel to get what I needed.
51,Morty,"You asshole! I vouched for you! He only came here because I asked him to. I’m sorry, Rick."
51,Rick,That apology and a screwdriver in my hand would be worth one screwdriver.
51,President Morty,"Pfft, you sell-out Mortys kill me. I’d hate you more than the Ricks you worship if there was any point. But you can’t help it; you were bred for it. Wanna see?"
51,President Morty,"You already know rogue Ricks used Mortys to hide themselves from the Citadel. But you might not know it worked so well that the Citadel became its own Morty market. And I’m sure you don’t know how far they’ve gone to help supply meet demand. Sure, Ricks could scour infinity for naturally-occurring grandsons, but why bother? So much work. Such an admission of need. There are infinite versions of our grandfather, Morty. He’s an infinite smear of one shitty old man, and he’s attached to us infinitely through his weakness and our forgiveness. This is why we’re with him. This is why we’re alive."
51,Morty,"What the fuck?! Rick, say this isn’t true!"
51,Rick,It isn’t the whole truth.
51,Morty,Liar!
51,President Morty,Liar.
51,Rick,It’s complicated!
51,Morty,I’m not busy!
51,Rick,"Okay, Morty, remember when all I said I needed was your apology and a screwdriver in my hand? Well, I forgot I literally have a screwdriver in my hand. I mean, duh-doi, I’m basically Inspector Gadget."
51,President Morty,Uh oh.
51,President Morty,"It’s okay, he’s free to go. He’s the Rickest Rick. We’ll never see him again."
51,Rick,"Morty, when you came here for that serum did you refill this gun?"
51,Morty,Yeah.
51,Morty,Holy shit!
51,Rick,"I only know one man that ever hacked my Portal Gun, and it turned out it was evil you."
51,President Morty,Yay. He’s all caught up.
51,Rick,"Wait! Hold it, hold it!"
51,Morty,Wh-who’s that?
51,Rick,Time for Big Boy. Duck!
51,Morty,Does he like it?
51,Rick,"He’s a metaphor for capitalism, Morty. What do you think?"
51,Rick,Yoink!
51,President Morty,"You can’t outrun your past, Rick."
51,President Morty,"Tch, did you think my forcefield would be down the second time?"
51,Rick,I was expressing disapproval of your dialogue!
51,President Morty,"Ahaha. Disapprove all you want. Tonight, the quality of dialogue stops mattering. Tonight, I do that thing I wanna do, with the Curve thing."
51,Loudspeaker system,"Nobody leave, everybody stay. Nobody leave, everybody stay. Nobody leave, everybody stay."
51,Rick D716,"In uncertain times like these, I think it’s important for me to say"
51,'Rick D716-B,And I’d just like to say that prescription drugs are great and you should buy them now.
51,Morty,"What’s happening, Rick?"
51,Rick,"He hacked the entire city’s portal supply. Come on, there still might be one way out of here. Out the bottom."
51,Morty,What do you think he needed from your brain?
51,Rick,"I assume schematics for the Citadel’s Dimensional Drive. If he’s gonna use it to blow the Curve, we do not wanna be here."
51,Morty,What is the Central Finite Curve?
51,Rick,Q and A after our survival. Hopefully we can snag some untainted fluid at the source and get the fuck outta here.
51,Rick,Or not.
51,Rick,Wow. I thought my capitalism metaphor was on the nose.
51,Morty,So did you help build the Citadel? Did you just lie to me about everything?
51,Rick,"Can’t you just sneak through the cave base? We turned a new leaf, Morty. We’re back to simple adventures."
51,Morty,It’s not a new leaf until you tell me everything.
51,Rick,"Morty, we really don’t have time for this. The whole place is gonna blow."
51,Morty,"No, I-I don’t trust you. I-I-I don’t wanna do this anymore if I’m not gonna get straight answers from you."
51,Rick,"Goddammit. Here’s my fucking downloaded brain, Morty. You wanna jump the shark? You wanna know my stupid crybaby backstory? Knock yourself out."
51,Rick,No-not now!
51,Morty,Woah. Dead wife?
51,Rick,Yes. Now everyone can shut up about it.
51,Morty,"Wow, Rick. I feel a lot better having seen all that."
51,President Morty,"Of course that’s the case. In their minds, they’re the underdog."
51,President Morty,And that’s how they justify this.
51,Rick,"Morty, I’m not responsible for every fucked up Rick out there."
51,President Morty,"They literally all say that. They all have that excuse; it’s part of their system. None of them have to be responsible, they're all victims of themselves. ‘Oh, it’s so hard to be a genius. Couldn’t you just die?’"
51,Morty,Well what are you doin’ about it?
51,President Morty,"Jack shit. I’m leaving. Do you know what the Central Finite Curve is? They built a wall around infinity, separated all the infinite universes from all the infinite universes where he’s the smartest man in the universe. Every version of us has spent every version of all of our lives in one infinite crib, built around an infinite fucking baby."
51,President Morty,"And I’m leaving it. That’s what makes me ‘evil’, being sick of him. If you’ve ever been sick of him, you’ve been evil too."
51,Morty,"Rick, did you really leave the crows for me? Or did you come back because they dumped you?"
51,President Morty,"There you go, kid. Now you’re Evil Morty too. Sooner or later, we all are, on this side of the Curve."
51,Orange Afro Rick,"Don’t worry, Morty. We still got a way out they never thought of. Operation Phoenix."
51,Orange Afro Morty,"Doesn’t that still mean, like, death?"
51,Orange Afro Rick,"Sure, but the joke’s on them cuz we just found a backdoor to getting off this rock."
51,Female computer voice,Rerouted. Rerouted. Rerouted.
51,Female computer voice,Rerouted. Rerouted. Rerouted.
51,Morty,Oh my fucking god!
51,Rick,"Come on Morty, we gotta go!"
51,Morty,Woah!
51,President Morty,You can come if you want.
51,President Morty,Don’t blame me if you don’t.
51,Rick,"Ugh. From where I sit, Morty, that’s the best deal on the table. I-I don’t have a real plan."
51,Rick,"Thanks, pal. I-I’m glad you ignored my advice."
51,President Morty,It’s just as well. I lied. That second seat’s a toilet.
51,Morty,"Oh, super dick move. But weirdly kind of cool to admit it."
51,Rick,"Geez, you guys really are bred for forgiveness. Let’s go."
51,Rick,"Say goodbye to the Citadel, fellas."
51,Mr. Poopybutthole,"Woo-wee. Evil Morty. That was quite a scheme. Makes me wonder if there’s an evil me out there. But I guess, sometimes I look at my life, and I may not even need ‘im. Cuz, well, guess I made a pretty big mess of things myself. Ooo eee."
51,Mr. Poopybutthole,"I never got my job at the university back. Remember that? Rick made me do karate. It was kinda funny, but I guess things went downhill from there."
51,Mr. Poopybutthole,Started isolating myself from Amy. Used to tell her everything I was feeling.
51,Mr. Poopybutthole,But then I guess I stopped.
51,Mr. Poopybutthole,"Cuz I wanted her to love who she thought I was, not who I felt myself becoming."
51,Mr. Poopybutthole,"Ever think about how horrified the people we love would be if they found out who we truly are? So we just dig ourselves deeper, into our lies every day , ultimately only hurting the people who were brave enough to love us."
51,Mr. Poopybutthole,Wish I didn’t do that.
51,Mr. Poopybutthole,"Wish I was brave enough to love them back. I don’t know, maybe you should try it."
51,Mr. Poopybutthole,We don’t have as much time as we think. Ooo eee.
52,Rick,"Ugh, guess this is how it ends. I thought I was better than this. Dramatic voiceover while stranded in space? I-I guess when you're dying, the first thing to go is your creativity. Citadel's gone, and-and the saucer we escaped in is out of power."
52,Alternate Morty,"Oh man, I'm so scared in here …"
52,Rick,The extra Mortys went feral—
52,Alternate Morty,Gahhhh!
52,Rick,"—eh, some problems solve themselves. Been drinking a lot—Morty, I told you to write this down! I-I don't have a helmet like that Avengers guy did!—been drinking a lot of my piss. Portal gun's still broken—"
52,Morty,Guess that was all part of Evil Morty's plan.
52,Rick,Evil Morty? Can we stop flattering this guy? His plan was to monologue and fuck off! He basically threw a tantrum to announce he was quitting Twitter!
52,Morty,"Nobody quits Twitter.  Hey, remember, like a second ago, when you pretended to not know who Iron Man was? Who was that for?"
52,Rick,"Shh, shh, shush, Morty. This is how we go. Bear it with grace.  Spinal cord, Robitussin as a base, then surprise me."
52,Morty,Mom!
52,Rick,"Beth, maybe!"
52,Rick,"Is she trying to say something?  We-we can't hear you! How dumb are … Beth, you're in a vacuum, sound travels on air!  Why am I yelling?"
52,Space Beth,IS THIS A PRIVATE PARTY? OR CAN ANYONE JOIN?
52,Morty,Wow. Great.
52,Rick,"Yeah, that's … Wow. Really worth it. That was not worth it! It's corny!  You! Corn! Dying of starvation here!"
52,Space Beth,"WHEN I DECIDED TO SAY IT, I DIDN'T KNOW IT WOULD BE …"
52,Morty,"Oh my God, stop explaining!  Stop explaining!"
52,Space Beth,… SUBJECTED TO THIS SCRUTINY.
52,Rick,Are you finished?  She's not finished.
52,Space Beth,MAYBE I WON'T RESCUE YOU.
52,Rick,"Oh, real mature."
52,Morty,"Oh, nice."
52,Rick,Real classy.
52,Rick,"It was a good line, honey."
52,Space Beth,I didn't need it to be. I don't care what you think.
52,Home Beth,"Oh my god, she found you. Here, eat. Eat."
52,Morty,Oh hell yes!
52,Rick,"Hold on, buddy. Our systems could go into shock from solid food.  Digestibot, convert to nutrient mass."
52,Rick,I'm just gonna risk it.
52,Home Beth,"Since when do you guys get stranded?  Thank you, by the way."
52,Space Beth,Almost left them out there.
52,Rick,"Portal travel's broken.  Mmm. Are these heirloom tomatoes? Digestibot, try these."
52,Digestibot,Yum. Yum.
52,Home Beth,So you can't hop realities anymore? Does that mean you'll finally have to wash your robe?
52,Rick,Good point. They need to reboot the Portal Index immediately.
52,Rick,"Basically just a hard reset on the fluid. Hold tight, the Earth's gonna shake a bit."
52,Space Beth,Uhh …
52,Home Beth,Oh!
52,Rick,"Oh, shit."
52,Morty,"Wait, what? What's happening?"
52,Rick,"Instead of resetting portal travel, I may have reset portal travellers. Too late to apologise."
52,Jerry,"Rick, why am I pulsing green? And don't say you don't know, because you're pulsing green."
52,Morty,"Rick, are we about to die?"
52,Rick,"No, we're about to vanish from this reality."
52,Jerry,That's totally dying!
52,Rick,No it isn't! It's everyone from this reality returning to their reality of origin.
52,Morty,Back to our original universes!
52,Rick,"I explained it fine, Morty. You're spoonfeeding spoons. Where is Summer?"
52,Summer,"Oh nice, you guys are back.  Whoa."
52,Rick,"Summer, three of us are one-way blind-hopping. You gotta help us get back. There's a protocol for this in your chores server, filename 'booger-aids'."
52,Summer,Every file is 'booger-aids'!
52,Rick,"I—I hate naming things! Just search for words like 'one-way blind-hop, reset map beacon'."
52,Jerry,Why do I have a reality of origin?
52,Rick,"There's no time to explain, Jerry. Counting on you, Summer! One-way blind-hop beacon protocol.  Here we gooooo!"
52,Jerry,So there was time to explain.
52,Rick,"Don't waste extra precious seconds with your pettiness, Jerry!  Summer, let's run down—"
52,Summer,"One-way blind-hop reset beacon, 'booger-aids'."
52,Rick,Cool.  Wow.
52,Jerry,There was so much time to explain!
52,Rick,"Yes, fine! Hindsight is 20-20. Who has ever taken this long to vanish?"
52,Jerry,"How did I end up not in my own universe?  Oh, my god. The Jerryboree."
52,Rick and Morty,"Oh, the Jerryboree!"
52,Rick,Deep cut.
52,Home Beth,"Wait, but where's our real dad and our real Morty?"
52,Summer,Buried in the backyard.
52,Home Beth,That's what the possums are after.
52,Space Beth,"Dad's got you in the family business too, huh?"
52,Summer,"Yeah, Morty's an easy mark, but Rick pays me in things like …"
52,Summer,Wolverine claws.
52,Space Beth,"Well, looks like you got this. See you guys in another—two years?"
52,Summer,"Or you could stick around for this one? Looks like it involves Grandpa's grotty citadel.  We could, you know, break things, loot stuff."
52,Space Beth,I should … probably get back to … saving the galaxy.
52,Summer,Please?
52,Space Beth,Guess I could loot some stuff. Fine. Yeah. Okay. Let's make it quick.
52,Home Beth,"Awesome, I've never been. Let's do this. Okay. Adventure family. Woo!"
52,Summer,Uhh … Okay!
52,Rick,Fuck.
52,Rick Prime,"Excuse me? Bro, Ricks don't pass on this."
52,Voice,"Rick, is that you?"
52,Rick,"Yeah, Diane."
52,Diane,You've been gone so long.  Did you find our daughter's killer?
52,Rick,"Not yet, sorry. Still looking."
52,Diane,"You'll find him. You always do everything you set your mind to, except keep your family alive. But that was hardly your fault."
52,Rick,Mute.
52,Diane,"If I could be muted, I wouldn't be too-too-too good at haunting you, would I, you dirty bear?"
52,Rick,Yeah. I forgot I wanted to be haunted.
52,Diane,"I guess you predicted you might. That's where haunting comes in handy, huh?"
52,Rick,"Very good point, sugar."
52,Morty,Rick?
52,Morty,"Hello? Original family? Sorry about last time. Rick, he was in space prison. We couldn't just—hello?"
52,Morty,Aaaah!
52,Morty,"Aw, geez."
52,Morty,Ah!
52,Morty,Oh!
52,Original Jerry,"Agh! Ah, fuck! Dammit Morty, there's no doctors anymore."
52,Morty,Dad!?
52,Home Beth,"Figures it's underwhelming, the one time I visit."
52,Summer,"Yeah, sorry, usually, there's cowboy Rick and Mortys and stuff."
52,Home Beth,"Looks like they could use a couple repairmen Ricks and Mortys, right?"
52,Summer,"Oh, tight! Little scavenger dudes. If they shoot at us, I'm allowed to …"
52,Summer,"do this.  Shit, yeah."
52,Summer,"Space Mom, get in on this!"
52,Summer,Cool Mom.
52,Space Beth,Let's keep it moving. I don't have all day.
52,Home Beth,I got it! I got it.  Sorry!  Sorry!  I got it. Sorry!
52,Home Beth,I was … gonna do it …
52,Summer,"Ugh, terrestrials, am I right?"
52,Diane,I kept up the search in your absence. You want a new list of potential locations?
52,Rick,"You're always just one room away, huh?"
52,Diane,"Yeah. Remember, if you thought you could see or touch me, it might give you a level of  com-com-comfort."
52,Rick,"Right, can't have that. Come on, Summer."
52,Diane,Who's Summer? Should I be jealous? I hope  Summer knows what happens to the people you love!
52,Old Man,"Hey, Rick!"
52,Rick,"Hey, Mr Goldmanbachmajorian. S-still alive, huh? What's up?"
52,Mr. GBM,"I was hoping you could help me make sense of a note I found this morning? It's written by someone claiming to be me. They say my mind is 'held captive in a time loop, trapped in the day of a traumatic event by the agony of a formidable intelligence, but also that my captor forgot about aging, that my body spoils and yearns for death while my soul remains stuck in place, caught like a fly in amber.'"
52,Rick,Right. I used to drink drink.  Uhh … no clue pal.
52,Mr. GBM,That's okay. I found other notes in the trash just like it. Poor weirdo. I pity them. Wish they could let go and move on.
52,Rick,Sounds healthy.
52,Mr. GBM,Sure would be!
52,Mr. GBM,"Aaah, sweet death!"
52,Diane,"Was that symbolic? Are you letting go? I understand, baby. I forgive you!"
